player_id,player_name,score,elemental,modal,planets,moon,aspects
10508,"Scott Alexander",81.05
22486,"Sam Huff",63.80
15558,"Joel Payamps",72.49
29846,"James Outman",75.40
28745,"Matt Vierling",87.00
28874,"Max Kranick",81.05
137756,"Luis Peralta",63.80
15645,"Nicky Lopez",69.47
28889,"Dustin Harris",81.05
12238,"Tyler Wade",92.78
15906,"Jose Miranda",78.15
29845,"Michael Busch",92.62
134761,"Orlando Ribalta",69.47
10364,"Carlos Carrasco",69.47
12244,"Jorge Mateo",78.23
12397,"Jakob Junis",87.00
13337,"A.J. Minter",87.00
18471,"Justin Topa",69.47
38492,"Elly De La Cruz",63.80
77893,"Agustin Ramirez",87.00
164655,"Brandon Young",84.08
17640,"Danny Young",75.38
17853,"Kevin Herget",72.49
28949,"Colt Keith",84.08
10201,"Nick Ahmed",69.47
17109,"Gabe Speier",72.49
10506,"George Springer",87.00
12280,"Ramón Laureano",81.05
14650,"Shaun Anderson",89.73
15631,"Zac Gallen",84.08
10438,"Tim Anderson",78.23
29528,"Austin Warren",66.62
14628,"Randy Arozarena",66.65
12356,"Ryne Stanek",81.06
10779,"Aaron Nola",78.20
79597,"Chase Meidroth",81.05
38222,"Jorge Barrosa",66.62
10579,"Brock Stewart",89.78
14342,"Aaron Civale",78.20
77997,"Jordan Beck",72.49
12449,"Kyle Freeland",75.40
12324,"Ryan Thompson",78.15
18466,"Anthony Bender",66.62
77558,"Kade Strowd",87.00
17103,"Cole Sulser",69.47
132803,"Stephen Kolek",72.49
20045,"Owen Miller",92.62
14275,"Bo Bichette",69.47
132841,"Nathan Wiles",81.05
12403,"Luis Urías",78.20
29339,"Sean Bouchard",75.40
10184,"Andrew Chafin",78.20
10912,"Matt Bowman",75.30
31009,"Jackson Merrill",72.49
28971,"Robert Hassell III",84.08
30894,"Landen Roupp",87.00
14324,"Daulton Varsho",81.05
77562,"Chase Shugart",89.73
78007,"George Soriano",69.48
29933,"Ryan Feltner",87.00
10741,"Kendall Graveman",96.00
78126,"Tyler Callihan",78.23
12563,"Ronald Acuña Jr.",95.68
